326	, 	258	;
327	, 	255	;
328	, 	253	;
329	, 	252	;
330	, 	254	;
331	, 	256	;
332	, 	260	;
333	, 	261	;
334	, 	261	;
335	, 	261	;
336	, 	260	;
337	, 	258	;
338	, 	255	;
339	, 	253	;
340	, 	251	;
341	, 	250	;
342	, 	249	;
343	, 	249	;
344	, 	248	;
345	, 	247	;
346	, 	253	;
347	, 	259	;
348	, 	260	;
349	, 	260	;
350	, 	256	;
351	, 	253	;
352	, 	251	;
353	, 	250	;
354	, 	252	;
355	, 	254	;
356	, 	257	;
357	, 	259	;
358	, 	260	;
359	, 	259	;
360	, 	259	;
361	, 	256	;
362	, 	253	;
363	, 	252	;
364	, 	249	;
365	, 	249	;
366	, 	247	;
367	, 	247	;
368	, 	246	;
369	, 	245	;
370	, 	252	;
371	, 	258	;
372	, 	260	;
373	, 	258	;
374	, 	256	;
375	, 	253	;
376	, 	251	;
377	, 	250	;
378	, 	252	;
379	, 	255	;
380	, 	258	;
381	, 	260	;
382	, 	260	;
383	, 	260	;
384	, 	259	;
385	, 	257	;
386	, 	254	;
387	, 	252	;
388	, 	250	;
389	, 	249	;
390	, 	248	;
391	, 	248	;
392	, 	246	;
393	, 	246	;
394	, 	253	;
395	, 	258	;
396	, 	260	;
397	, 	258	;
398	, 	256	;
399	, 	252	;
400	, 	250	;
401	, 	249	;
402	, 	251	;
403	, 	254	;
404	, 	257	;
405	, 	259	;
406	, 	259	;
407	, 	259	;
408	, 	258	;
409	, 	256	;
410	, 	253	;
411	, 	251	;
412	, 	249	;
413	, 	248	;
414	, 	247	;
415	, 	246	;
416	, 	244	;
417	, 	244	;
418	, 	251	;
419	, 	256	;
420	, 	258	;
421	, 	256	;
422	, 	254	;
423	, 	250	;
424	, 	248	;
425	, 	248	;
426	, 	249	;
427	, 	252	;
428	, 	255	;
429	, 	256	;
430	, 	257	;
431	, 	256	;
432	, 	256	;
433	, 	254	;
434	, 	252	;
435	, 	250	;
436	, 	247	;
437	, 	246	;
438	, 	244	;
439	, 	243	;
440	, 	242	;
441	, 	242	;
442	, 	249	;
443	, 	254	;
444	, 	256	;
445	, 	254	;
446	, 	252	;
447	, 	249	;
448	, 	247	;
449	, 	246	;
450	, 	247	;
451	, 	250	;
452	, 	253	;
453	, 	255	;
454	, 	255	;
455	, 	255	;
456	, 	255	;
457	, 	253	;
458	, 	251	;
459	, 	250	;
460	, 	247	;
461	, 	245	;
462	, 	244	;
463	, 	242	;
464	, 	241	;
465	, 	240	;
466	, 	248	;
467	, 	252	;
468	, 	253	;
469	, 	250	;
470	, 	248	;
471	, 	245	;
472	, 	243	;
473	, 	243	;
474	, 	243	;
475	, 	246	;
476	, 	249	;
477	, 	251	;
478	, 	252	;
479	, 	252	;
480	, 	251	;
481	, 	250	;
482	, 	248	;
483	, 	246	;
484	, 	244	;
485	, 	242	;
486	, 	241	;
487	, 	239	;
488	, 	237	;
489	, 	237	;
490	, 	245	;
491	, 	249	;
492	, 	250	;
493	, 	247	;
494	, 	245	;
495	, 	242	;
496	, 	242	;
497	, 	241	;
498	, 	241	;
499	, 	244	;
500	, 	247	;
501	, 	249	;
502	, 	249	;
503	, 	250	;
504	, 	249	;
505	, 	248	;
506	, 	246	;
507	, 	245	;
508	, 	242	;
509	, 	241	;
510	, 	241	;
511	, 	239	;
512	, 	238	;
513	, 	238	;
514	, 	246	;
515	, 	251	;
516	, 	252	;
517	, 	249	;
518	, 	248	;
519	, 	246	;
520	, 	246	;
521	, 	245	;
522	, 	245	;
523	, 	248	;
524	, 	251	;
525	, 	252	;
526	, 	253	;
527	, 	253	;
528	, 	253	;
529	, 	251	;
530	, 	250	;
531	, 	248	;
532	, 	246	;
533	, 	245	;
534	, 	244	;
535	, 	243	;
536	, 	241	;
537	, 	242	;
538	, 	250	;
539	, 	255	;
540	, 	257	;
541	, 	255	;
542	, 	253	;
543	, 	250	;
544	, 	250	;
545	, 	249	;
546	, 	249	;
547	, 	252	;
548	, 	255	;
549	, 	256	;
550	, 	257	;
551	, 	256	;
552	, 	256	;
553	, 	254	;
554	, 	252	;
555	, 	251	;
556	, 	248	;
557	, 	247	;
558	, 	246	;
559	, 	245	;
560	, 	244	;
561	, 	243	;
562	, 	251	;
563	, 	256	;
564	, 	258	;
565	, 	256	;
566	, 	254	;
567	, 	251	;
568	, 	250	;
569	, 	250	;
570	, 	250	;
571	, 	252	;
572	, 	256	;
573	, 	257	;
574	, 	258	;
575	, 	258	;
576	, 	258	;
577	, 	255	;
578	, 	254	;
579	, 	253	;
580	, 	250	;
581	, 	249	;
582	, 	248	;
583	, 	246	;
584	, 	245	;
585	, 	245	;
586	, 	253	;
587	, 	258	;
588	, 	260	;
589	, 	257	;
590	, 	255	;
591	, 	252	;
592	, 	251	;
593	, 	250	;
594	, 	251	;
595	, 	253	;
596	, 	256	;
597	, 	258	;
598	, 	259	;
599	, 	258	;
600	, 	259	;
601	, 	257	;
602	, 	256	;
603	, 	255	;
604	, 	252	;
605	, 	251	;
606	, 	250	;
607	, 	248	;
608	, 	247	;
609	, 	248	;
610	, 	256	;
611	, 	261	;
612	, 	262	;
613	, 	259	;
614	, 	258	;
615	, 	256	;
616	, 	254	;
617	, 	253	;
618	, 	254	;
619	, 	256	;
620	, 	259	;
621	, 	261	;
622	, 	261	;
623	, 	261	;
624	, 	261	;
625	, 	259	;
626	, 	258	;
627	, 	257	;
628	, 	254	;
629	, 	253	;
630	, 	252	;
631	, 	250	;
632	, 	248	;
633	, 	249	;
634	, 	258	;
635	, 	263	;
636	, 	265	;
637	, 	262	;
638	, 	261	;
639	, 	259	;
640	, 	258	;
641	, 	257	;
642	, 	258	;
643	, 	260	;
644	, 	263	;
645	, 	265	;
646	, 	265	;
647	, 	264	;
648	, 	265	;
649	, 	264	;
650	, 	263	;
651	, 	261	;
652	, 	259	;
653	, 	258	;
654	, 	256	;
655	, 	254	;
656	, 	251	;
657	, 	253	;
658	, 	262	;
659	, 	267	;
660	, 	268	;
661	, 	265	;
662	, 	263	;
663	, 	261	;
664	, 	260	;
665	, 	259	;
666	, 	260	;
667	, 	261	;
668	, 	264	;
669	, 	265	;
670	, 	265	;
671	, 	265	;
672	, 	265	;
673	, 	264	;
674	, 	263	;
675	, 	262	;
676	, 	260	;
677	, 	259	;
678	, 	257	;
679	, 	254	;
680	, 	252	;
681	, 	253	;
682	, 	263	;
683	, 	268	;
684	, 	268	;
685	, 	265	;
686	, 	262	;
687	, 	260	;
688	, 	259	;
689	, 	259	;
690	, 	259	;
691	, 	261	;
692	, 	263	;
693	, 	264	;
694	, 	264	;
695	, 	265	;
696	, 	265	;
697	, 	264	;
698	, 	263	;
699	, 	262	;
700	, 	259	;
701	, 	258	;
702	, 	256	;
703	, 	253	;
704	, 	251	;
705	, 	253	;
706	, 	263	;
707	, 	267	;
708	, 	267	;
709	, 	263	;
710	, 	261	;
711	, 	259	;
712	, 	258	;
713	, 	259	;
714	, 	260	;
715	, 	261	;
716	, 	264	;
717	, 	264	;
718	, 	265	;
719	, 	265	;
720	, 	266	;
721	, 	265	;
722	, 	264	;
723	, 	263	;
724	, 	260	;
725	, 	259	;
726	, 	257	;
727	, 	254	;
728	, 	252	;
729	, 	253	;
730	, 	263	;
731	, 	268	;
732	, 	267	;
733	, 	264	;
734	, 	260	;
735	, 	259	;
736	, 	257	;
737	, 	258	;
738	, 	259	;
739	, 	261	;
740	, 	263	;
741	, 	264	;
742	, 	265	;
743	, 	265	;
744	, 	265	;
